AYDINLATMA,MESKEN,SANAYI,TARIMSAL_SULAMA,TICARETHANE,TUKETIM_GENEL_TOPLAM,TUKETIM_PAYI(%),BIYOKUTLE_LISANSSIZ,GUNES_LISANSSIZ,HIDROLIK_LISANSSIZ,RUZGAR_LISANSSIZ,LISANSSIZ_GENEL_TOPLAM,URETIM_LISANSLI,LISANSLI_ORAN,NUFUS,GSYH,ENLEM,BOYLAM,KUZEYDOĞU_SINIR_ENLEM,KUZEYDOĞU_SINIR_BOYLAM,GUNEYBATI_SINIR_ENLEM,GUNEYBATI_SINIR_BOYLAM,ALAN,TARIH,ILLER,BOLGE,YEAR
12572.5,201994.96,614953.73,1606.1,219821.72,1050949.01,5.66,4.33,1306.04,980.14,1953.23,4243.74,1022319.68,4.43,2994521,265645558.8,40.18257,29.06687,40.297194,29.211237,40.162997,28.85963,10813,2018-02-01,BURSA,MARMARA BOLGESI,2018
4060.41,40488.96,162020.55,856.32,45230.29,252656.53,1.36,0,344.33,0,1312.14,1656.47,2017066.2,8.74,540662,265645558.8,40.155312,26.41416,40.199462,26.457106,40.088086,26.378026,9817,2018-02-01,CANAKKALE,MARMARA BOLGESI,2018
2284.1,8292.63,21273.43,70.67,7937.01,39857.84,0.21,0,397.24,0,0,397.24,9767.65,0.04,216362,265645558.8,40.6,33.6166667,40.655159,33.684853,40.557709,33.596571,7542,2018-02-01,CANKIRI,IC ANADOLU BOLGESI,2018
3831.38,25079.53,17923.82,225.65,22086.34,69146.72,0.37,0,5178.95,0,0,5178.95,28593.08,0.12,536483,265645558.8,40.5505556,34.9555556,40.609317,35.006438,40.495214,34.887634,12428,2018-02-01,CORUM,KARADENIZ BOLGESI,2018
6792.26,54240.88,152030.16,735.86,56015.2,269814.36,1.45,0,7608.35,0,0,7608.35,443190.52,1.92,1027782,265645558.8,37.77652,29.08639,37.847366,29.188915,37.716171,28.981373,12134,2018-02-01,DENIZLI,EGE BOLGESI,2018
3427.66,81945.95,49532.36,4379.58,81993.98,221279.53,1.19,0,1670.74,0,0,1670.74,73718.38,0.32,1732396,265645558.8,37.91441,40.230629,37.976174,40.245803,37.879624,40.106159,15101,2018-02-01,DIYARBAKIR,GUNEYDOGU ANADOLU BOLGESI,2018
2453.33,18730.55,44810.1,39,20750.39,86783.37,0.47,0,3.88,0,0,3.88,32257.84,0.14,387844,265645558.8,40.843849,31.15654,40.891762,31.195807,40.824717,31.106662,2492,2018-02-01,DUZCE,KARADENIZ BOLGESI,2018
3028.69,26426.03,8071.56,2193.91,14301.81,54022,0.29,0,30.36,0,147.89,178.26,48915.72,0.21,411528,265645558.8,41.6666667,26.5666667,41.697939,26.603093,41.649935,26.514059,6145,2018-02-01,EDIRNE,MARMARA BOLGESI,2018
3189.2,22584.52,24842.58,358,29037.77,80012.07,0.43,0,9050.66,0,0,9050.66,178987.06,0.78,595638,265645558.8,38.680969,39.226398,38.713568,39.277314,38.630564,39.133405,9383,2018-02-01,ELAZIG,DOGU ANADOLU BOLGESI,2018
1926.57,9178.72,7635.11,36.06,12199.35,30975.81,0.17,0,3613.87,0,0,3613.87,45032.64,0.2,236034,265645558.8,39.75,39.5,39.769164,39.531743,39.729884,39.460253,11815,2018-02-01,ERZINCAN,DOGU ANADOLU BOLGESI,2018
4880.04,28717.57,4527.69,10.69,33796.02,71932.02,0.39,0,5675.05,0,0,5675.05,28842.23,0.12,767848,265645558.8,39.9043189,41.2678853,39.954533,41.303594,39.866715,41.177093,25006,2018-02-01,ERZURUM,DOGU ANADOLU BOLGESI,2018
4808.98,54153.85,123880.63,1351.29,61776.85,245971.6,1.32,2984.9,9340.12,0,0,12325.02,56484.1,0.24,871187,265645558.8,39.784302,30.51922,39.816793,30.66769,39.724752,30.414084,13960,2018-02-01,ESKISEHIR,IC ANADOLU BOLGESI,2018
7621.12,90803.71,391798.07,1348.64,89369.21,580940.75,3.13,0,10648.64,0,0,10648.64,52880.04,0.23,2028563,265645558.8,37.06622,37.38332,37.113722,37.466958,37.005947,37.303709,6803,2018-02-01,GAZIANTEP,GUNEYDOGU ANADOLU BOLGESI,2018
5500.12,22920.1,5912.4,13.14,18385.04,52730.8,0.28,0,0,0,0,0,143136.22,0.62,453912,265645558.8,40.912811,38.38953,40.927995,38.450044,40.877876,38.309018,6972,2018-02-01,GIRESUN,KARADENIZ BOLGESI,2018
1430.19,4851.37,17264.44,13.17,6636.21,30195.38,0.16,0,0,0,0,0,67153.21,0.29,162748,265645558.8,40.4602778,39.4813889,40.471359,39.520641,40.430201,39.446914,6668,2018-02-01,GUMUSHANE,KARADENIZ BOLGESI,2018
571.75,6624.83,68.29,2.02,11171.24,18438.12,0.1,0,0,0,0,0,3453.98,0.01,286470,265645558.8,37.5833333,43.7333333,37.601656,43.762257,37.551549,43.69809,7095,2018-02-01,HAKKARI,DOGU ANADOLU BOLGESI,2018
8433.02,106145.37,179099.05,3248.48,70465.44,367391.36,1.98,0,1266.03,0,39.97,1306,1390760.75,6.03,1609856,265645558.8,36.4018488,36.3498097,37.014921,36.697535,35.812692,35.779375,5524,2018-02-01,HATAY,AKDENIZ BOLGESI,2018
1276.99,6453.75,407.15,17.84,7227.34,15383.08,0.08,0,0,0,0,0,2873.13,0.01,197456,265645558.8,39.9166667,44.0333333,39.950163,44.092825,39.884109,43.980729,3664,2018-02-01,IGDIR,DOGU ANADOLU BOLGESI,2018
3100.59,21730.6,42152.84,377.66,28261.09,95622.78,0.51,0,8305.62,0,0,8305.62,63162.93,0.27,441412,265645558.8,37.7666667,30.55,37.830719,30.609197,37.73988,30.503673,8946,2018-02-01,ISPARTA,AKDENIZ BOLGESI,2018
36839.26,1071792.35,839907.54,376.17,1518472.93,3467388.26,18.66,5.09,66.45,0,583.38,654.93,1001370.56,4.34,15067724,265645558.8,41.00527,28.97696,41.320786,29.456456,40.80275,27.971307,5461,2018-02-01,ISTANBUL,MARMARA BOLGESI,2018
21426.97,415757.73,626483.57,6635.35,321549.46,1391853.08,7.49,698.2,7572.91,0,4.46,8275.56,1034758.8,4.48,4320519,265645558.8,38.41885,27.12872,38.506773,27.304415,38.343157,27.017192,11891,2018-02-01,IZMIR,EGE BOLGESI,2018
5012.53,42205.72,212760.87,1364.86,47399.42,308743.41,1.66,0,11895.37,0,0,11895.37,566323.16,2.45,1144851,265645558.8,37.5833333,36.9333333,37.605261,36.997678,37.530309,36.829703,14520,2018-02-01,KAHRAMANMARAS,AKDENIZ BOLGESI,2018
2316.51,11853.92,18576.74,26.81,11650.21,44424.19,0.24,0,577.68,0,0,577.68,36527.18,0.16,248014,265645558.8,41.2,32.6333333,41.238129,32.675518,41.163014,32.592582,4142,2018-02-01,KARABUK,KARADENIZ BOLGESI,2018
1265.02,10685.24,19197.93,787.07,10347.09,42282.34,0.23,309.71,6646.39,0,0,6956.1,215515.76,0.93,251913,265645558.8,37.17593,33.228748,37.229373,33.334244,37.148257,33.166003,8678,2018-02-01,KARAMAN,IC ANADOLU BOLGESI,2018
1413.84,8315.33,3903.58,5.34,11716.89,25354.97,0.14,0,344.76,0,0,344.76,14971.77,0.06,288878,265645558.8,40.59267,43.077831,40.624843,43.1339,40.577484,43.056432,10193,2018-02-01,KARS,DOGU ANADOLU BOLGESI,2018
4462.19,17293.4,31379.52,105.03,15243.67,68483.81,0.37,0,90.03,0,0,90.03,16998.57,0.07,383373,265645558.8,41.38871,33.78273,41.436059,33.814989,41.350668,33.752901,13064,2018-02-01,KASTAMONU,KARADENIZ BOLGESI,2018
9261.47,63972.04,153202.76,627.73,60796.94,287860.94,1.55,0,32751.19,0,0,32751.19,122312.55,0.53,1389680,265645558.8,38.7333333,35.4833333,38.818797,35.627675,38.622002,35.304324,16970,2018-02-01,KAYSERI,IC ANADOLU BOLGESI,2018
993.43,9419.69,3258.78,255.65,7412.25,21339.81,0.11,0,957.65,0,0,957.65,0,0,142541,265645558.8,36.718399,37.12122,36.747819,37.159541,36.702673,37.085183,1412,2018-02-01,KILIS,GUNEYDOGU ANADOLU BOLGESI,2018
2223.69,13900.25,17058.14,85.85,12677.5,45945.43,0.25,0,2445.57,0,0,2445.57,678114.59,2.94,286602,265645558.8,39.846821,33.515251,39.872843,33.597968,39.813802,33.468289,4791,2018-02-01,KIRIKKALE,IC ANADOLU BOLGESI,2018
5241.1,30718.29,276424.51,350.01,39913.16,352647.06,1.9,0,0,0,0,0,524944.31,2.27,360860,265645558.8,41.7333333,27.2166667,41.760054,27.24222,41.710615,27.182843,6459,2018-02-01,KIRKLARELI,MARMARA BOLGESI,2018
1444.9,10616.58,8165.51,241.67,10598.21,31066.87,0.17,63.12,4163.89,0,0,4227.01,40207.89,0.17,241868,265645558.8,39.15,34.1666667,39.203939,34.217743,39.081293,34.125532,6584,2018-02-01,KIRSEHIR,IC ANADOLU BOLGESI,2018
7362.64,125239.08,580439.95,363.04,140339.97,853744.68,4.59,339.29,153.08,947.92,0,1440.29,684254.75,2.96,1906391,265645558.8,40.8532704,29.8815203,41.20976,30.359684,40.532782,29.333462,3397,2018-02-01,KOCAELI,MARMARA BOLGESI,2018
11261.24,102787.97,159877.53,4161.52,113891.6,391979.86,2.11,0,54082.17,0,0,54082.17,14548.01,0.06,2205609,265645558.8,37.8666667,32.4833333,38.05063,32.680116,37.719031,32.338737,40838,2018-02-01,KONYA,IC ANADOLU BOLGESI,2018
4769.65,29456.22,74859.84,135.06,30058.85,139279.61,0.75,588.71,4876.95,0,0,5465.66,633610.22,2.75,577941,265645558.8,39.4166667,29.9833333,39.442718,30.066503,39.379473,29.919199,11634,2018-02-01,KUTAHYA,EGE BOLGESI,2018
4406.66,33673.04,51182.35,330.6,35055.4,124648.04,0.67,1295,2647.89,0,0,3942.9,14011.97,0.06,797036,265645558.8,38.35519,38.30946,38.397559,38.453244,38.305123,38.232622,12259,2018-02-01,MALATYA,DOGU ANADOLU BOLGESI,2018
6419.23,81052.99,190307.09,1960.83,81656.79,361396.93,1.95,0,13063.28,0,0,13063.28,675567.17,2.93,1429643,265645558.8,38.619099,27.428921,38.642289,27.487976,38.602376,27.326086,13339,2018-02-01,MANISA,EGE BOLGESI,2018
2993.54,33021.4,19059.74,38855.53,34900.23,128830.44,0.69,0,79.27,0,0,79.27,1572.05,0.01,829195,265645558.8,37.3122361,40.735112,37.330554,40.764486,37.305109,40.716971,8780,2018-02-01,MARDIN,GUNEYDOGU ANADOLU BOLGESI,2018
9678.94,77029.49,95661.29,2204.19,129649.73,314223.64,1.69,3323.78,7572.36,0,0,10896.15,285041.17,1.24,1814468,265645558.8,36.8,34.6333333,36.878272,34.716702,36.699503,34.457655,16010,2018-02-01,MERSIN,AKDENIZ BOLGESI,2018
6805.02,92336.96,61659.15,1197.01,88333.1,250331.25,1.35,0,5123.26,0,0,5123.26,993580.48,4.31,967487,265645558.8,37.2152778,28.3636111,37.22581,28.414498,37.194651,28.341279,12654,2018-02-01,MUGLA,EGE BOLGESI,2018
1692.61,10872.72,6155.83,75.65,10461.74,29258.53,0.16,0,197.27,0,0,197.27,24203.16,0.1,407992,265645558.8,38.7432926,41.5064823,38.783503,41.540625,38.718224,41.472306,8718,2018-02-01,MUS,DOGU ANADOLU BOLGESI,2018
2205.09,14515.12,11930.14,665.14,17247.87,46563.35,0.25,537.2,11021.6,0,0,11558.8,22474.48,0.1,298339,265645558.8,38.62442,34.723969,38.684107,34.764759,38.589047,34.669752,5485,2018-02-01,NEVSEHIR,IC ANADOLU BOLGESI,2018
2279.44,13566.49,37989.69,555.77,13767.13,68158.51,0.37,0,10647.81,0,0,10647.81,599.42,0,364707,265645558.8,37.9666667,34.6833333,37.979913,34.691585,37.956992,34.661906,7234,2018-02-01,NIGDE,IC ANADOLU BOLGESI,2018
6233.9,38463.92,29919.98,14.49,33642.16,108274.44,0.58,280.59,0,0,0,280.59,138203.06,0.6,771932,265645558.8,40.9833333,37.8833333,41.02034,37.978976,40.931631,37.825992,5914,2018-02-01,ORDU,KARADENIZ BOLGESI,2018
2756.51,23501.83,278636.93,107.12,18601.06,323603.45,1.74,0,3495.11,0,0,3495.11,100576.48,0.44,534415,265645558.8,37.06805,36.261589,37.104061,36.287941,37.04694,36.208034,3320,2018-02-01,OSMANIYE,AKDENIZ BOLGESI,2018
5184.23,19130.52,9102.66,0,17125.08,50542.49,0.27,0,0,819.14,0,819.14,47557.02,0.21,348608,265645558.8,41.02005,40.523449,41.046492,40.586802,41.010782,40.478578,3835,2018-02-01,RIZE,KARADENIZ BOLGESI,2018
5559.89,61029.63,181651.3,491.35,59797.06,308529.23,1.66,0,4.12,0,0,4.12,519191.28,2.25,1010700,265645558.8,40.7568793,30.378138,40.825518,30.439832,40.686199,30.322138,4824,2018-02-01,SAKARYA,MARMARA BOLGESI,2018
9560.37,72668.89,84084.56,393.74,70559.12,237266.67,1.28,0,1184.51,101.85,0,1286.36,779713.76,3.38,1335716,265645558.8,41.292782,36.33128,41.344134,36.381205,41.235002,36.249519,9725,2018-02-01,SAMSUN,KARADENIZ BOLGESI,2018
5227.27,103040.52,54176.56,54502.46,78070.37,295017.18,1.59,0,12326.43,0,0,12326.43,267982.16,1.16,2035809,265645558.8,37.15,38.8,37.189639,38.840876,37.098274,38.767868,19242,2018-02-01,SANLIURFA,GUNEYDOGU ANADOLU BOLGESI,2018
1900.25,12892.6,7646.17,4.54,9584.62,32028.19,0.17,0,385.32,0,0,385.32,51279.67,0.22,331670,265645558.8,37.94429,41.93288,37.95594,41.963658,37.909671,41.872547,5717,2018-02-01,SIIRT,GUNEYDOGU ANADOLU BOLGESI,2018
2196.68,13681.8,6472.94,18.97,8470.3,30840.7,0.17,0,0.19,0,0,0.19,21571.49,0.09,219733,265645558.8,42.0264222,35.1550745,42.032135,35.194947,42.012675,35.115957,5717,2018-02-01,SINOP,KARADENIZ BOLGESI,2018
1913.98,19172.57,1398.09,1614.03,29995.56,54094.23,0.29,0,0,0,0,0,176369.21,0.76,524190,265645558.8,37.5163889,42.4611111,37.533572,42.471127,37.500093,42.444631,7078,2018-02-01,SIRNAK,DOGU ANADOLU BOLGESI,2018
5181.35,28760.75,50935.29,438.54,28964.56,114280.49,0.62,0,6537.96,0,0,6537.96,308198.32,1.34,646608,265645558.8,39.747662,37.017879,39.783669,37.061673,39.699024,36.919858,28164,2018-02-01,SIVAS,IC ANADOLU BOLGESI,2018
32394.77,2604.45,368299.22,239.44,15436.47,418974.35,2.25,0,0,0,78.57,78.57,262122.12,1.14,1029927,265645558.8,40.9833333,27.5166667,40.996723,27.600252,40.937704,27.468993,6190,2018-02-01,TEKIRDAG,MARMARA BOLGESI,2018
4319.93,28385.37,16882.1,212.65,22024.05,71824.1,0.39,675.33,1009.68,0,580.38,2265.4,127563.92,0.55,612646,265645558.8,40.3166667,36.55,40.358932,36.593219,40.267868,36.469662,10042,2018-02-01,TOKAT,KARADENIZ BOLGESI,2018
7317.71,52810.27,14126.26,55.76,44405.4,118715.41,0.64,0,0,0,0,0,64002.84,0.28,807903,265645558.8,41,39.7333333,41.01237,39.82051,40.955736,39.652407,4628,2018-02-01,TRABZON,KARADENIZ BOLGESI,2018
911.18,3416.06,558.56,9.67,4968.51,9863.97,0.05,0,90.16,0,0,90.16,27455.75,0.12,88198,265645558.8,39.1079868,39.5401672,39.113477,39.55185,39.094534,39.530015,7582,2018-02-01,TUNCELI,DOGU ANADOLU BOLGESI,2018
2669.62,19741.44,96034.12,287.35,21434.58,140167.1,0.75,0,5537.39,0,0,5537.39,10728.98,0.05,367514,265645558.8,38.682301,29.40819,38.71588,29.469838,38.630679,29.355936,5555,2018-02-01,USAK,EGE BOLGESI,2018
3713.28,31812.79,3221.22,72.74,30771.16,69591.18,0.37,0,94.68,0,0,94.68,8695.94,0.04,1123784,265645558.8,38.4941667,43.38,38.580314,43.455356,38.42188,43.269524,20921,2018-02-01,VAN,DOGU ANADOLU BOLGESI,2018
1711.6,19490.99,16766.38,562.48,19299.27,57830.72,0.31,0,0,0,0,0,92798.82,0.4,262234,265645558.8,40.65,29.2666667,40.66806,29.316536,40.634138,29.210233,798,2018-02-01,YALOVA,MARMARA BOLGESI,2018
4332.81,19206.06,12513.47,581.65,19733.14,56367.13,0.3,0,4498.47,0,0,4498.47,125.6,0,424981,265645558.8,39.82,34.8044444,39.838423,34.858236,39.798968,34.771094,13690,2018-02-01,YOZGAT,IC ANADOLU BOLGESI,2018
7115.51,33037.96,33861.74,13.31,24304.3,98332.82,0.53,887.95,0,0,0,887.95,1796543.13,7.78,599698,265645558.8,41.456409,31.798731,41.480784,31.874425,41.425296,31.757052,3342,2018-02-01,ZONGULDAK,KARADENIZ BOLGESI,2018
8843.04,111990.63,276972.61,4288.5,111794.69,513889.48,2.68,149.45,11298.87,0,0,11448.32,1830570.68,7.48,2220125,265645558.8,37,35.3213333,37.072004,35.461995,36.935523,35.174706,13844,2018-03-01,ADANA,AKDENIZ BOLGESI,2018
2504.83,21203.71,41780.08,467.31,18905.88,84861.81,0.44,0,13009.98,0,0,13009.98,95616.87,0.39,624513,265645558.8,37.7641667,38.2761667,37.825667,38.335465,37.717086,38.188188,7337,2018-03-01,ADIYAMAN,GUNEYDOGU ANADOLU BOLGESI,2018
5318.4,32427.24,66008.83,1677.22,40873.92,146305.62,0.76,0,27818.41,0,0,27818.41,76563.55,0.31,725568,265645558.8,38.76376,30.54034,38.802105,30.611167,38.714289,30.44232,14016,2018-03-01,AFYONKARAHISAR,EGE BOLGESI,2018
1887.8,14442.24,1177.2,3.46,12849.61,30360.31,0.16,0,0,0,0,0,0,0,539657,265645558.8,39.7216667,43.0566667,39.748605,43.085241,39.688144,43.001778,11099,2018-03-01,AGRI,DOGU ANADOLU BOLGESI,2018
1966.32,16156.86,23203.15,1548.02,15243.34,58117.67,0.3,160.28,11685.72,0,0,11846,4155.89,0.02,412172,265645558.8,38.36869,34.03698,38.446724,34.088698,38.297012,33.932515,7659,2018-03-01,AKSARAY,IC ANADOLU BOLGESI,2018
2281.08,15881.03,14172.9,357.75,15440.48,48133.24,0.25,0,2535.85,0,0,2535.85,84059.83,0.34,337508,265645558.8,40.65,35.8333333,40.672834,35.856321,40.636911,35.789091,5628,2018-03-01,AMASYA,KARADENIZ BOLGESI,2018
16438.36,349881.44,364166.08,1893.91,481430.56,1213810.35,6.34,293.2,23779.99,0,0,24073.19,991123.67,4.05,5503985,265645558.8,39.92077,32.85411,40.100981,33.024866,39.722821,32.499097,25632,2018-03-01,ANKARA,IC ANADOLU BOLGESI,2018
15271.44,184358.32,94441.07,5433.72,222039.91,521544.46,2.72,0,17501.71,0,0,17501.71,536090.17,2.19,2426356,265645558.8,36.88414,30.70563,36.975178,30.840953,36.785866,30.516095,20177,2018-03-01,ANTALYA,AKDENIZ BOLGESI,2018
728.87,3368.16,165.78,0,6074.05,10336.85,0.05,0,47.37,0,0,47.37,41054.34,0.17,98907,265645558.8,41.110481,42.702171,41.121467,42.717129,41.09891,42.686418,4934,2018-03-01,ARDAHAN,DOGU ANADOLU BOLGESI,2018
2682.31,9960.5,10715.37,10.64,10202.36,33571.17,0.18,0,0,0,0,0,495285.63,2.02,174010,265645558.8,41.1833333,41.8166667,41.207078,41.854799,41.155415,41.777361,7393,2018-03-01,ARTVIN,KARADENIZ BOLGESI,2018
6411.83,74272.18,52751.64,1503.95,67345.46,202285.05,1.06,2370.79,11722.87,0,0,14093.66,482672.36,1.97,1097746,265645558.8,37.8444,27.8458,37.870997,27.885355,37.819573,27.790522,8116,2018-03-01,AYDIN,EGE BOLGESI,2018
8940.21,74359.5,104687.82,630.02,76349.61,264967.16,1.38,0,6675.68,0,4761.63,11437.31,1029657.53,4.21,1226575,265645558.8,39.648369,27.88261,39.693666,27.95241,39.612411,27.838313,14583,2018-03-01,BALIKESIR,MARMARA BOLGESI,2018
2117.12,10370.51,18787.7,44.15,9472.43,40791.91,0.21,0,5.22,0,0,5.22,6265.52,0.03,198999,265645558.8,41.6344444,32.3375,41.656542,32.37105,41.613513,32.297457,2330,2018-03-01,BARTIN,KARADENIZ BOLGESI,2018
2915.33,22793.65,24542.69,-725.64,19999.51,69525.53,0.36,0,975.28,0,0,975.28,24402.38,0.1,599103,265645558.8,37.881168,41.13509,37.947274,41.17603,37.85657,41.080591,4477,2018-03-01,BATMAN,GUNEYDOGU ANADOLU BOLGESI,2018
710.75,2902.32,239.54,4.42,4053.94,7910.96,0.04,0,1350.04,0,0,1350.04,8450.6,0.03,82274,265645558.8,40.255169,40.22488,40.272636,40.238261,40.242881,40.208762,3746,2018-03-01,BAYBURT,KARADENIZ BOLGESI,2018
1367.28,10492.44,145855.6,114.71,12279.3,170109.34,0.89,0,3075.12,0,0,3075.42,21353.08,0.09,223448,265645558.8,40.150131,29.983061,40.197617,30.013592,40.106243,29.956657,4179,2018-03-01,BILECIK,MARMARA BOLGESI,2018
1215.22,8984.49,4898,6.21,9063.74,24167.66,0.13,0,375.47,0,0,375.47,77027.64,0.31,281205,265645558.8,38.885349,40.498291,38.897963,40.525929,38.872987,40.477258,8003,2018-03-01,BINGOL,DOGU ANADOLU BOLGESI,2018
1955.83,10371.06,1440.26,-43.02,11459.99,25184.12,0.13,0,376.6,0,0,376.6,10387.89,0.04,349396,265645558.8,38.4,42.1166667,38.453638,42.148879,38.385312,42.09384,8294,2018-03-01,BITLIS,DOGU ANADOLU BOLGESI,2018
3132.8,15141.38,30280.8,97.19,29004.41,77656.58,0.41,0,257.97,0,0,257.97,222117.93,0.91,311810,265645558.8,40.739479,31.611561,40.758004,31.658418,40.716802,31.573324,8313,2018-03-01,BOLU,KARADENIZ BOLGESI,2018
1958.21,13487.24,46490.27,554.7,15802.78,78293.19,0.41,0,7810.78,0,0,7810.78,1128.18,0,269926,265645558.8,37.726909,30.288876,37.76375,30.336662,37.691433,30.191757,7175,2018-03-01,BURDUR,AKDENIZ BOLGESI,2018
11894.68,159788.67,660393.18,1684.5,193595.24,1027356.27,5.37,10.78,3439.21,964.34,2079.56,6493.89,701995.72,2.87,2994521,265645558.8,40.18257,29.06687,40.297194,29.211237,40.162997,28.85963,10813,2018-03-01,BURSA,MARMARA BOLGESI,2018
3761.25,28713.55,200476.78,599.71,39610.01,273161.3,1.43,0,811.03,0,1422.95,2233.98,1893530.94,7.74,540662,265645558.8,40.155312,26.41416,40.199462,26.457106,40.088086,26.378026,9817,2018-03-01,CANAKKALE,MARMARA BOLGESI,2018
1959.47,9321.83,22960.7,83.28,9604.65,43929.92,0.23,0,631.97,0,0,631.97,24559.01,0.1,216362,265645558.8,40.6,33.6166667,40.655159,33.684853,40.557709,33.596571,7542,2018-03-01,CANKIRI,IC ANADOLU BOLGESI,2018
3544.76,22755.36,21715.05,342.84,19727.06,68085.07,0.36,34.7,7819.91,0,0,7854.61,52489.5,0.21,536483,265645558.8,40.5505556,34.9555556,40.609317,35.006438,40.495214,34.887634,12428,2018-03-01,CORUM,KARADENIZ BOLGESI,2018
6707.39,56668.54,169261.31,1001.3,64835.99,298474.52,1.56,0,13294.26,0,0,13294.26,290094.88,1.19,1027782,265645558.8,37.77652,29.08639,37.847366,29.188915,37.716171,28.981373,12134,2018-03-01,DENIZLI,EGE BOLGESI,2018
4323.88,60680.42,54210.49,28897.01,59071.71,207183.51,1.08,0,3158.5,0,0,3158.5,300779.42,1.23,1732396,265645558.8,37.91441,40.230629,37.976174,40.245803,37.879624,40.106159,15101,2018-03-01,DIYARBAKIR,GUNEYDOGU ANADOLU BOLGESI,2018
2572.89,21013.44,46603.75,46.32,20943.95,91180.35,0.48,0,16.92,0,0,16.92,49900.39,0.2,387844,265645558.8,40.843849,31.15654,40.891762,31.195807,40.824717,31.106662,2492,2018-03-01,DUZCE,KARADENIZ BOLGESI,2018
2655.6,24595.25,31814.18,1509.78,30212.17,90786.98,0.47,0,172.82,0,149.88,322.69,54658.04,0.22,411528,265645558.8,41.6666667,26.5666667,41.697939,26.603093,41.649935,26.514059,6145,2018-03-01,EDIRNE,MARMARA BOLGESI,2018
3090.5,23255.59,35136.52,346.06,30999.55,92828.22,0.48,0,17161.31,0,0,17161.31,268378.95,1.1,595638,265645558.8,38.680969,39.226398,38.713568,39.277314,38.630564,39.133405,9383,2018-03-01,ELAZIG,DOGU ANADOLU BOLGESI,2018
1442.28,8844.44,8936.52,61.1,12758.98,32043.32,0.17,0,4404.24,0,0,4404.24,107866.18,0.44,236034,265645558.8,39.75,39.5,39.769164,39.531743,39.729884,39.460253,11815,2018-03-01,ERZINCAN,DOGU ANADOLU BOLGESI,2018
3109.25,28965.4,6155.8,12.7,33823.96,72067.13,0.38,0,7052.95,0,0,7052.95,88779.33,0.36,767848,265645558.8,39.9043189,41.2678853,39.954533,41.303594,39.866715,41.177093,25006,2018-03-01,ERZURUM,DOGU ANADOLU BOLGESI,2018
3818.49,50958.11,136487.25,1225.5,58197.97,250687.31,1.31,3290.13,14980.06,0,0,18270.19,107723.59,0.44,871187,265645558.8,39.784302,30.51922,39.816793,30.66769,39.724752,30.414084,13960,2018-03-01,ESKISEHIR,IC ANADOLU BOLGESI,2018
6464.82,93875.76,443557.66,2660.19,92844.83,639403.27,3.34,0,19766.05,0,0,19766.05,61418.77,0.25,2028563,265645558.8,37.06622,37.38332,37.113722,37.466958,37.005947,37.303709,6803,2018-03-01,GAZIANTEP,GUNEYDOGU ANADOLU BOLGESI,2018
4841.42,23929.4,6257.14,9.13,20458.6,55495.68,0.29,0,0,0,0,0,335457.28,1.37,453912,265645558.8,40.912811,38.38953,40.927995,38.450044,40.877876,38.309018,6972,2018-03-01,GIRESUN,KARADENIZ BOLGESI,2018
1659.64,5004.5,22067.93,12.93,6350.67,35095.67,0.18,0,114.85,0,0,114.85,113741.15,0.46,162748,265645558.8,40.4602778,39.4813889,40.471359,39.520641,40.430201,39.446914,6668,2018-03-01,GUMUSHANE,KARADENIZ BOLGESI,2018
984.36,9394.66,95.69,0.85,9728.22,20203.79,0.11,0,0,0,0,0,8337.46,0.03,286470,265645558.8,37.5833333,43.7333333,37.601656,43.762257,37.551549,43.69809,7095,2018-03-01,HAKKARI,DOGU ANADOLU BOLGESI,2018
6926.04,104991.35,177825.2,4174.45,64638.76,358555.79,1.87,0,2199.13,0,96.9,2296.03,1022746.85,4.18,1609856,265645558.8,36.4018488,36.3498097,37.014921,36.697535,35.812692,35.779375,5524,2018-03-01,HATAY,AKDENIZ BOLGESI,2018
778.22,6642.67,508.93,14.62,7129.18,15073.62,0.08,0,0,0,0,0,7317.8,0.03,197456,265645558.8,39.9166667,44.0333333,39.950163,44.092825,39.884109,43.980729,3664,2018-03-01,IGDIR,DOGU ANADOLU BOLGESI,2018
3023.95,22589.09,43254.14,374.2,28674.07,97915.46,0.51,0,14028.06,0,0,14028.06,98518.89,0.4,441412,265645558.8,37.7666667,30.55,37.830719,30.609197,37.73988,30.503673,8946,2018-03-01,ISPARTA,AKDENIZ BOLGESI,2018
38890.47,1034071.15,880880.46,447.17,1510769.47,3465058.72,18.1,12.24,147.43,0,332.25,491.91,613921.99,2.51,15067724,265645558.8,41.00527,28.97696,41.320786,29.456456,40.80275,27.971307,5461,2018-03-01,ISTANBUL,MARMARA BOLGESI,2018
18691.03,358960.91,688430.24,8388.28,310743.31,1385213.77,7.24,800.43,14647.59,0,1616.09,17064.11,1169851.64,4.78,4320519,265645558.8,38.41885,27.12872,38.506773,27.304415,38.343157,27.017192,11891,2018-03-01,IZMIR,EGE BOLGESI,2018
5717.39,43695.88,229317.99,1916.25,49039.99,329687.5,1.72,0,23274.37,0,0,23274.37,901239.25,3.68,1144851,265645558.8,37.5833333,36.9333333,37.605261,36.997678,37.530309,36.829703,14520,2018-03-01,KAHRAMANMARAS,AKDENIZ BOLGESI,2018
